-0.204766148,-1.211629135
-2.721570643,-12.17042185
4.008524885,8.325192121
3.451781851,8.423588631
0.859870358,-2.975786002
1.664162173,-1.772755799
1.259597852,1.395671161
2.297518553,4.651909988
4.823032229,12.31696158
0.814464879,-0.273282351
0.800903658,-4.226736034
-3.791404289,-12.92483722
-0.157034888,-3.306258109
-2.90594916,-12.58881399
1.298833851,-2.826528358
1.147134191,-0.922283863
-4.50467421,-17.58908901
-3.074896039,-17.48064165
-2.945058291,-14.81623931
-3.109278255,-16.77869034
1.351979169,-3.132429935
0.38596678,-1.267966306
-0.008839865,-3.840302075
-0.548168347,-8.609857263
-0.096427065,-2.367630773
3.739274059,6.357409691
-2.915386412,-12.41346425
1.403118252,-0.244546175
-2.940244845,-8.772069335
-4.179287929,-17.55780788
-3.579588781,-16.01102284
1.209586439,-0.095144733
-4.479221097,-15.88365624
2.286616817,4.154612219
-4.365954993,-15.00070346
4.34405119,14.04969852
3.589388167,9.082007807
0.133774186,-6.175449448
-1.014105033,-8.557898931
-4.691104513,-16.96303642
-1.986939354,-11.75104433
-1.670637182,-9.333685078
1.481984065,-1.4593198
3.422066124,6.422238535
3.540999493,6.196657505
-0.539733519,-7.961912194
-3.228924662,-13.06575735
-1.691710048,-8.067642032
-3.818448016,-11.63831939
0.39982099,-0.706470495
4.994916201,10.42397283
-0.854774611,-6.889327716
2.639570785,5.030225898
-3.997784598,-19.05873982
-1.403650865,-11.04249924
0.218856737,-4.165931641
-3.243309703,-16.45185537
4.05153559,9.033428993
-0.315318001,-2.903593767
-3.959884252,-15.05025217
2.362674556,3.786532501
-3.158059025,-12.82049658
-2.000630099,-11.7947826
-2.873984666,-10.54632272
-4.285471872,-17.2022433
-4.462456078,-17.98162183
-4.867167995,-15.52480988
-3.033418086,-15.95312658
-1.926331004,-10.20552739
-3.983306064,-12.06112261
-1.679071665,-9.537279552
-4.379547787,-18.09340869
-4.536487351,-17.54886401
2.614258867,4.651283531
-4.101083492,-19.56433626
2.772405365,8.417301562
0.337719518,-4.966644655
3.258088579,4.588953299
-2.06026947,-8.408053655
-4.896633817,-22.60340936
1.679161216,1.838959644
0.261024658,-2.223557243
2.072534853,4.158500136
-2.120230244,-8.740746585
0.56669835,-3.310990088
-4.384093329,-15.85833811
-1.624161359,-8.779615025
-3.95186758,-18.95663169
0.49540107,-2.638075039
3.904756792,9.317678516
2.343410837,1.532479006
-4.271147009,-19.35161457
2.983508641,10.52868818
1.837155724,-0.034661032
2.227245397,0.42507557
-3.825071478,-14.0403298
-1.711857852,-8.503601796
2.491314631,4.276193165
2.40032328,-0.01063457
2.349575417,7.325730759
